id,original_dataset,twitter_query,statuses_count,listed_count,favourites_count,friends_count,followers_count,name,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,cluster,sentiment_avg,emotionality_avg,complexity_avg,start_time_,end_time_
rakeshk04155221,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,5350,0,4402,416,280,Rakesh Kumar (SM),1,1,3,2,5,2,0.0,cluster_4,0.049159251153469086,0.24792632460594177,5.370784282684326,2021-12-12 00:00:00,2021-12-13 00:00:00
aceng61855984,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,1041,1,1025,818,11,Aceng,1,1,3,2,5,2,0.0,cluster_4,0.5170217752456665,0.1502515971660614,5.834861755371094,2021-12-12 00:00:00,2021-12-13 00:00:00
ysfecho,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,9505,0,14153,71,55,Echo_ysf,1,1,3,2,5,2,0.0,cluster_4,0.7800293564796448,0.2727643549442291,11.900779724121094,2021-12-20 00:00:00,2021-12-21 00:00:00
tanerbayram25,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,269,0,430,45,23,Taner,1,1,3,2,5,2,0.0,cluster_4,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
gencebay_mutlu,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,43,0,1444,196,10,Gencebay Mutlu,1,1,3,2,5,2,0.0,cluster_4,0.801397442817688,0.3640884757041931,9.105535507202148,2021-12-05 00:00:00,2021-12-06 00:00:00
nailede07004727,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,2208,1,3230,1172,268,Nailedemir,1,1,3,2,5,2,0.0,cluster_4,0.9591286778450012,0.36352023482322693,8.494977951049805,2021-12-12 00:00:00,2021-12-13 00:00:00
nk0533banana,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,599,2,180,77,42,暗号資産投資家（一年生）@ TTT,2,2,4,2,6,4,0.0,cluster_4,0.3098870515823364,0.1975308656692505,11.72364616394043,2021-12-20 00:00:00,2021-12-21 00:00:00
niggawhat305,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,101413,41,102925,4976,860,who dat,1,1,3,2,5,2,0.0,cluster_4,0.7268906235694885,0.17104701697826385,3.2954132556915283,2021-12-26 00:00:00,2021-12-27 00:00:00
lord_idi,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,50216,0,4858,1156,1113,Blank,1,1,3,2,5,2,0.0,cluster_4,0.8328878879547119,0.22561697661876678,6.807372570037842,2021-10-31 00:00:00,2021-11-01 00:00:00
gulfmewf,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,49546,1,118236,1656,171,Fit ☀🌻 cemoga big win ^_^,1,1,3,2,5,2,0.0,cluster_4,0.7335431575775146,0.1395719200372696,5.584160804748535,2021-12-26 00:00:00,2021-12-27 00:00:00
ye95472971,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,7,0,6,29,1,YEÇ,1,1,3,2,5,2,0.0,cluster_4,0.9591286778450012,0.36352023482322693,8.494977951049805,2021-12-12 00:00:00,2021-12-13 00:00:00
tanglebridge,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,0,0,0,0,0,TangleBridge,0,2,0,2,2,2,-1.0,cluster_4,,,,2021-12-26 00:00:00,2021-12-27 00:00:00
ecobondcleaning,ETH_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,ETH,18,0,1,6,1,ECO BRISBANE CLEANING,1,1,3,2,5,2,0.0,cluster_4,0.99038165807724,0.2841416001319885,4.734354019165039,2021-12-05 00:00:00,2021-12-06 00:00:00
ebru30369513,BTC_1031_1107_1114_1128_1205_1212_1219_1226_annot_daily_04,BTC,304,0,11033,390,98,ebru,3,3,5,2,7,6,0.0,cluster_4,0.7466291785240173,0.37390515208244324,8.218778371810913,2021-11-28 00:00:00,2021-11-29 00:00:00
